ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
271	"ENSG00000167645"	"YIF1B"	chr19	-	38307427	38307752	38307427	38307521	38307596	38307752
272	"ENSG00000167645"	"YIF1B"	chr19	-	38309223	38309643	38309223	38309328	38309404	38309643
273	"ENSG00000167642"	"SPINT2"	chr19	+	38290536	38292468	38290536	38290575	38291839	38292468
274	"ENSG00000011332"	"DPF1"	chr19	-	38217459	38217876	38217459	38217591	38217797	38217876
275	"ENSG00000198453"	"ZNF568"	chr19	+	36949511	36952741	36949511	36950461	36950463	36952741
276	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325764	36326289	36327225
277	"ENSG00000232677"	"LINC00665"	chr19	-	36324923	36327225	36324923	36325887	36326481	36327225
278	"ENSG00000105258"	"POLR2I"	chr19	-	36114338	36114713	36114338	36114412	36114658	36114713
279	"ENSG00000104866"	"PPP1R37"	chr19	+	45142060	45144995	45142060	45142211	45144853	45144995
280	"ENSG00000239382"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013309	36013422
281	"ENSG00000239382"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013327	36013422
282	"ENSG00000239382"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013343	36013422
283	"ENSG00000011600"	"TYROBP"	chr19	-	35907445	35907762	35907445	35907580	35907729	35907762
284	"ENSG00000167604"	"NFKBID"	chr19	-	35896725	35897058	35896725	35896831	35896912	35897058
285	"ENSG00000250799"	"PRODH2"	chr19	-	35812133	35812556	35812133	35812272	35812359	35812556
286	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743205	35743295	35743345
287	"ENSG00000161265"	"U2AF1L4"	chr19	-	35743154	35743345	35743154	35743208	35743295	35743345
288	"ENSG00000161265"	"U2AF1L4"	chr19	-	35742528	35743904	35742528	35742803	35743808	35743904
289	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744069	35744421	35744069	35744145	35744322	35744421
290	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35744738	35744322	35744421	35744625	35744738
291	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35745187	35744322	35744421	35745124	35745187
292	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744322	35745187	35744322	35744738	35745124	35745187
293	"ENSG00000249115"	"HAUS5"	chr19	+	35613867	35614059	35613867	35613900	35614034	35614059
294	"ENSG00000249115"	"HAUS5"	chr19	+	35619612	35620123	35619612	35619758	35620011	35620123
295	"ENSG00000224910"	"LINC01766"	chr19	+	35600640	35601499	35600640	35600754	35601304	35601499
296	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35546944	35547029
297	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35546671	35546808	35547118	35547240
298	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547240	35546671	35547029	35547118	35547240
299	"ENSG00000161249"	"DMKN"	chr19	-	35498715	35499282	35498715	35498763	35498873	35499282
300	"ENSG00000161249"	"DMKN"	chr19	-	35499957	35500580	35499957	35500029	35500532	35500580
301	"ENSG00000161249"	"DMKN"	chr19	-	35500377	35500580	35500377	35500419	35500532	35500580
302	"ENSG00000161249"	"DMKN"	chr19	-	35510183	35510427	35510183	35510252	35510370	35510427
303	"ENSG00000161249"	"DMKN"	chr19	-	35510183	35510510	35510183	35510252	35510378	35510510
304	"ENSG00000105699"	"LSR"	chr19	+	35266678	35266967	35266678	35266738	35266835	35266967
305	"ENSG00000105699"	"LSR"	chr19	+	35266678	35266967	35266678	35266738	35266838	35266967
306	"ENSG00000221946"	"FXYD7"	chr19	+	35151253	35151482	35151253	35151328	35151439	35151482
307	"ENSG00000266964"	"FXYD1"	chr19	+	35141131	35141572	35141131	35141206	35141442	35141572
308	"ENSG00000266964"	"FXYD1"	chr19	+	35141131	35141572	35141131	35141206	35141535	35141572
309	"ENSG00000266964"	"FXYD1"	chr19	+	35142719	35143050	35142719	35142771	35142916	35143050
310	"ENSG00000089356"	"FXYD3"	chr19	+	35122764	35122954	35122764	35122839	35122917	35122954
311	"ENSG00000105711"	"SCN1B"	chr19	+	35039634	35040449	35039634	35039706	35039796	35040449
312	"ENSG00000271109"	"AC008555.4"	chr19	-	34860173	34860715	34860173	34860302	34860533	34860715
313	"ENSG00000126249"	"PDCD2L"	chr19	+	34404648	34404990	34404648	34404815	34404929	34404990
314	"ENSG00000021488"	"SLC7A9"	chr19	-	32859840	32860650	32859840	32859964	32860605	32860650
315	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548861	58548910
316	"ENSG00000130726"	"TRIM28"	chr19	+	58548739	58548910	58548739	58548776	58548885	58548910
317	"ENSG00000130726"	"TRIM28"	chr19	+	58549736	58550035	58549736	58549860	58549948	58550035
318	"ENSG00000267777"	"LINC01791"	chr19	+	31167512	31167833	31167512	31167589	31167684	31167833
319	"ENSG00000267014"	"LINC01532"	chr19	+	29012510	29013108	29012510	29012647	29012950	29013108
320	"ENSG00000267339"	"LINC00906"	chr19	+	28967804	28969042	28967804	28968005	28968886	28969042
321	"ENSG00000267339"	"LINC00906"	chr19	+	28970200	28970670	28970200	28970267	28970403	28970670
322	"ENSG00000266976"	"AC079466.1"	chr19	+	28610981	28612154	28610981	28611190	28611911	28612154
323	"ENSG00000261824"	"LINC00662"	chr19	-	27792999	27793899	27792999	27793232	27793531	27793899
324	"ENSG00000261558"	"LINC01859"	chr19	-	23023345	23024278	23023345	23023498	23024166	23024278
325	"ENSG00000081665"	"ZNF506"	chr19	-	19791561	19792484	19791561	19791731	19792410	19792484
326	"ENSG00000105726"	"ATP13A1"	chr19	-	19645197	19645790	19645197	19645532	19645646	19645790
327	"ENSG00000105726"	"ATP13A1"	chr19	-	19645646	19645985	19645646	19645790	19645873	19645985
328	"ENSG00000105726"	"ATP13A1"	chr19	-	19647413	19647759	19647413	19647528	19647598	19647759
329	"ENSG00000105726"	"ATP13A1"	chr19	-	19649740	19651797	19649740	19649940	19651688	19651797
330	"ENSG00000105726"	"ATP13A1"	chr19	-	19655315	19655654	19655315	19655453	19655527	19655654
331	"ENSG00000105726"	"ATP13A1"	chr19	-	19656659	19656916	19656659	19656766	19656846	19656916
332	"ENSG00000089639"	"GMIP"	chr19	-	19635414	19635721	19635414	19635569	19635643	19635721
333	"ENSG00000064545"	"TMEM161A"	chr19	-	19121307	19121668	19121307	19121421	19121524	19121668
334	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132433	19132656	19132754
335	"ENSG00000064545"	"TMEM161A"	chr19	-	19132351	19132754	19132351	19132508	19132656	19132754
336	"ENSG00000064607"	"SUGP2"	chr19	-	18994365	18995280	18994365	18994486	18995143	18995280
337	"ENSG00000064607"	"SUGP2"	chr19	-	19004167	19004646	19004167	19004273	19004429	19004646
338	"ENSG00000064607"	"SUGP2"	chr19	-	19024618	19026226	19024618	19025456	19025854	19026226
339	"ENSG00000005007"	"UPF1"	chr19	+	18865288	18865778	18865288	18865450	18865560	18865778
340	"ENSG00000105664"	"COMP"	chr19	-	18790849	18791305	18790849	18790935	18791190	18791305
341	"ENSG00000105696"	"TMEM59L"	chr19	+	18618154	18618492	18618154	18618272	18618374	18618492
342	"ENSG00000006015"	"REX1BD"	chr19	+	18588994	18589683	18588994	18589077	18589412	18589683
343	"ENSG00000006015"	"REX1BD"	chr19	+	18588994	18589683	18588994	18589077	18589478	18589683
344	"ENSG00000006015"	"REX1BD"	chr19	+	18590853	18592336	18590853	18590933	18592088	18592336
345	"ENSG00000006015"	"REX1BD"	chr19	+	18590853	18592336	18590853	18590933	18592107	18592336
346	"ENSG00000221983"	"UBA52"	chr19	+	18574869	18575241	18574869	18574972	18575056	18575241
347	"ENSG00000221983"	"UBA52"	chr19	+	18574869	18575241	18574869	18574972	18575102	18575241
348	"ENSG00000105655"	"ISYNA1"	chr19	-	18436329	18437105	18436329	18436479	18436972	18437105
349	"ENSG00000105655"	"ISYNA1"	chr19	-	18437598	18437988	18437598	18437760	18437859	18437988
350	"ENSG00000105655"	"ISYNA1"	chr19	-	18437859	18438162	18437859	18437988	18438092	18438162
351	"ENSG00000130518"	"IQCN"	chr19	-	18264923	18267526	18264923	18265541	18266699	18267526
352	"ENSG00000105650"	"PDE4C"	chr19	-	18220402	18220923	18220402	18220515	18220873	18220923
353	"ENSG00000105650"	"PDE4C"	chr19	-	18220402	18221178	18220402	18220515	18221104	18221178
354	"ENSG00000105643"	"ARRDC2"	chr19	+	18008169	18008584	18008169	18008228	18008453	18008584
355	"ENSG00000105640"	"RPL18A"	chr19	+	17861292	17861472	17861292	17861307	17861424	17861472
356	"ENSG00000141971"	"MVB12A"	chr19	+	17424930	17425332	17424930	17425014	17425046	17425332
357	"ENSG00000130299"	"GTPBP3"	chr19	+	17338007	17338451	17338007	17338255	17338364	17338451
358	"ENSG00000130299"	"GTPBP3"	chr19	+	17338953	17339266	17338953	17339026	17339122	17339266
359	"ENSG00000160117"	"ANKLE1"	chr19	+	17282655	17283002	17282655	17282761	17282863	17283002
360	"ENSG00000053501"	"USE1"	chr19	+	17215801	17216070	17215801	17215851	17215991	17216070
361	"ENSG00000099331"	"MYO9B"	chr19	+	17202841	17203258	17202841	17202883	17203146	17203258
362	"ENSG00000099331"	"MYO9B"	chr19	+	17211650	17213284	17211650	17211774	17211894	17213284
363	"ENSG00000160111"	"CPAMD8"	chr19	-	16892953	16896326	16892953	16893339	16896175	16896326
364	"ENSG00000196684"	"HSH2D"	chr19	+	16152551	16153208	16152551	16152641	16153031	16153208
365	"ENSG00000196684"	"HSH2D"	chr19	+	16152551	16153208	16152551	16152641	16153042	16153208
366	"ENSG00000130511"	"SSBP4"	chr19	+	18432558	18432735	18432558	18432604	18432699	18432735
367	"ENSG00000167460"	"TPM4"	chr19	+	16088026	16089120	16088026	16088097	16089044	16089120
368	"ENSG00000167460"	"TPM4"	chr19	+	16095263	16095893	16095263	16095591	16095775	16095893
369	"ENSG00000186204"	"CYP4F12"	chr19	+	15680243	15680519	15680243	15680297	15680391	15680519
370	"ENSG00000186204"	"CYP4F12"	chr19	+	15683492	15684882	15683492	15683763	15684815	15684882
371	"ENSG00000186204"	"CYP4F12"	chr19	+	15696160	15696512	15696160	15696225	15696429	15696512
372	"ENSG00000186526"	"CYP4F8"	chr19	+	15617999	15619762	15617999	15618144	15619489	15619762
373	"ENSG00000186526"	"CYP4F8"	chr19	+	15619489	15619762	15619489	15619543	15619634	15619762
374	"ENSG00000105135"	"ILVBL"	chr19	-	15116000	15116321	15116000	15116071	15116151	15116321
375	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15116407	15116522	15117880	15118015
376	"ENSG00000105135"	"ILVBL"	chr19	-	15122692	15123030	15122692	15122804	15122891	15123030
377	"ENSG00000127507"	"ADGRE2"	chr19	-	14765657	14766381	14765657	14765804	14766234	14766381
378	"ENSG00000123146"	"ADGRE5"	chr19	+	14397732	14397935	14397732	14397804	14397888	14397935
379	"ENSG00000132024"	"CC2D1A"	chr19	+	13926977	13928030	13926977	13927077	13927892	13928030
380	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759099	13759272
381	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13759110	13759272
382	"ENSG00000141837"	"CACNA1A"	chr19	-	13210616	13212216	13210616	13210652	13212102	13212216
383	"ENSG00000105607"	"GCDH"	chr19	+	12891159	12891395	12891159	12891202	12891270	12891395
384	"ENSG00000105607"	"GCDH"	chr19	+	12891486	12891974	12891486	12891522	12891830	12891974
385	"ENSG00000105607"	"GCDH"	chr19	+	12891486	12891974	12891486	12891660	12891830	12891974
386	"ENSG00000105607"	"GCDH"	chr19	+	12897302	12897863	12897302	12897428	12897702	12897863
387	"ENSG00000104889"	"RNASEH2A"	chr19	+	12807205	12807506	12807205	12807329	12807418	12807506
388	"ENSG00000104774"	"MAN2B1"	chr19	-	12655693	12656687	12655693	12655862	12656570	12656687
389	"ENSG00000104774"	"MAN2B1"	chr19	-	12655693	12656687	12655693	12655879	12656570	12656687
390	"ENSG00000102575"	"ACP5"	chr19	-	11577592	11578194	11577592	11577679	11578023	11578194
391	"ENSG00000130159"	"ECSIT"	chr19	-	11507701	11508048	11507701	11507729	11507990	11508048
392	"ENSG00000130159"	"ECSIT"	chr19	-	11507701	11508048	11507701	11507850	11507990	11508048
393	"ENSG00000187266"	"EPOR"	chr19	-	11382846	11383232	11382846	11382949	11383096	11383232
394	"ENSG00000187266"	"EPOR"	chr19	-	11382846	11383232	11382846	11382982	11383096	11383232
395	"ENSG00000105518"	"TMEM205"	chr19	-	11345519	11346268	11345519	11345628	11346207	11346268
396	"ENSG00000142453"	"CARM1"	chr19	+	10920833	10921127	10920833	10920946	10921049	10921127
397	"ENSG00000129351"	"ILF3"	chr19	+	10681218	10682192	10681218	10681329	10681992	10682192
398	"ENSG00000129351"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684415	10685765
399	"ENSG00000129351"	"ILF3"	chr19	+	10683916	10685765	10683916	10683970	10684858	10685765
400	"ENSG00000129353"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10634973	10635073
401	"ENSG00000129353"	"SLC44A2"	chr19	+	10635162	10635515	10635162	10635255	10635430	10635515
402	"ENSG00000129354"	"AP1M2"	chr19	-	10583605	10584070	10583605	10583673	10583913	10584070
403	"ENSG00000129347"	"KRI1"	chr19	-	10557551	10557895	10557551	10557682	10557768	10557895
404	"ENSG00000129347"	"KRI1"	chr19	-	10559358	10559708	10559358	10559529	10559612	10559708
405	"ENSG00000129347"	"KRI1"	chr19	-	10561666	10561845	10561666	10561716	10561790	10561845
406	"ENSG00000129347"	"KRI1"	chr19	-	10564928	10565790	10564928	10565034	10565716	10565790
407	"ENSG00000105401"	"CDC37"	chr19	-	10395227	10395543	10395227	10395343	10395434	10395543
408	"ENSG00000076662"	"ICAM3"	chr19	-	10335065	10335976	10335065	10335353	10335670	10335976
409	"ENSG00000076662"	"ICAM3"	chr19	-	10338681	10339245	10338681	10338863	10339017	10339245
410	"ENSG00000076662"	"ICAM3"	chr19	-	10338681	10339245	10338681	10338948	10339061	10339245
411	"ENSG00000161847"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320763	10320857	10320951
412	"ENSG00000161847"	"RAVER1"	chr19	-	10320654	10320951	10320654	10320782	10320857	10320951
413	"ENSG00000105364"	"MRPL4"	chr19	+	10252396	10252701	10252396	10252463	10252550	10252701
414	"ENSG00000130816"	"DNMT1"	chr19	-	10160017	10160418	10160017	10160063	10160383	10160418
415	"ENSG00000127445"	"PIN1"	chr19	+	9849089	9849682	9849089	9849201	9849532	9849682
416	"ENSG00000127445"	"PIN1"	chr19	+	9849089	9849682	9849089	9849311	9849532	9849682
417	"ENSG00000267106"	"ZNF561-AS1"	chr19	+	9626783	9627806	9626783	9626860	9627715	9627806
418	"ENSG00000142347"	"MYO1F"	chr19	-	8526452	8526935	8526452	8526601	8526788	8526935
419	"ENSG00000142347"	"MYO1F"	chr19	-	8553138	8553437	8553138	8553228	8553349	8553437
420	"ENSG00000142347"	"MYO1F"	chr19	-	8554476	8554743	8554476	8554571	8554653	8554743
421	"ENSG00000133246"	"PRAM1"	chr19	-	8490055	8490372	8490055	8490226	8490337	8490372
422	"ENSG00000167772"	"ANGPTL4"	chr19	+	8373704	8374370	8373704	8373955	8374015	8374370
423	"ENSG00000233927"	"RPS28"	chr19	+	8321655	8322091	8321655	8321703	8321952	8322091
424	"ENSG00000090661"	"CERS4"	chr19	+	8255821	8256286	8255821	8255879	8256235	8256286
425	"ENSG00000104938"	"CLEC4M"	chr19	+	7763392	7763476	7763392	7763410	7763434	7763476
426	"ENSG00000104938"	"CLEC4M"	chr19	+	7765637	7766207	7765637	7765822	7765891	7766207
427	"ENSG00000104938"	"CLEC4M"	chr19	+	7765616	7766807	7765616	7765862	7766655	7766807
428	"ENSG00000104938"	"CLEC4M"	chr19	+	7765616	7766807	7765616	7766069	7766655	7766807
429	"ENSG00000104938"	"CLEC4M"	chr19	+	7765637	7766807	7765637	7765931	7766655	7766807
430	"ENSG00000104938"	"CLEC4M"	chr19	+	7765637	7766807	7765637	7766207	7766655	7766807
431	"ENSG00000076944"	"STXBP2"	chr19	+	7642428	7642823	7642428	7642536	7642765	7642823
432	"ENSG00000076944"	"STXBP2"	chr19	+	7647161	7647511	7647161	7647247	7647353	7647511
433	"ENSG00000090674"	"MCOLN1"	chr19	+	7527519	7527960	7527519	7527628	7527863	7527960
434	"ENSG00000104880"	"ARHGEF18"	chr19	+	7470125	7472477	7470125	7470315	7470536	7472477
435	"ENSG00000125731"	"SH2D3A"	chr19	-	6754051	6754425	6754051	6754163	6754250	6754425
436	"ENSG00000125731"	"SH2D3A"	chr19	-	6754250	6754731	6754250	6754425	6754615	6754731
437	"ENSG00000205744"	"DENND1C"	chr19	-	6471264	6471496	6471264	6471305	6471405	6471496
438	"ENSG00000205744"	"DENND1C"	chr19	-	6475483	6475751	6475483	6475585	6475705	6475751
439	"ENSG00000205744"	"DENND1C"	chr19	-	6476856	6477127	6476856	6476967	6477073	6477127
440	"ENSG00000031823"	"RANBP3"	chr19	-	5924826	5925737	5924826	5924905	5925633	5925737
441	"ENSG00000141994"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786845	5787060	5787171
442	"ENSG00000141994"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786919	5787060	5787171
443	"ENSG00000196365"	"LONP1"	chr19	-	5696248	5696757	5696248	5696371	5696669	5696757
444	"ENSG00000196365"	"LONP1"	chr19	-	5719703	5720146	5719703	5719833	5720042	5720146
445	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684818	5685119	5684818	5684905	5684988	5685119
446	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684818	5685119	5684818	5684905	5684992	5685119
447	"ENSG00000160633"	"SAFB"	chr19	+	5667352	5667886	5667352	5667450	5667819	5667886
448	"ENSG00000176840"	"MIR7-3HG"	chr19	+	4769132	4769351	4769132	4769169	4769259	4769351
449	"ENSG00000176840"	"MIR7-3HG"	chr19	+	4769132	4769351	4769132	4769169	4769283	4769351
450	"ENSG00000176840"	"MIR7-3HG"	chr19	+	4769132	4769351	4769132	4769169	4769287	4769351
451	"ENSG00000176840"	"MIR7-3HG"	chr19	+	4769629	4770449	4769629	4769757	4770282	4770449
452	"ENSG00000142002"	"DPP9"	chr19	-	4684662	4685771	4684662	4684809	4685625	4685771
453	"ENSG00000187244"	"BCAM"	chr19	+	44819581	44820822	44819581	44819726	44820704	44820822
454	"ENSG00000161091"	"MFSD12"	chr19	-	3544198	3544732	3544198	3544307	3544354	3544732
455	"ENSG00000125912"	"NCLN"	chr19	+	3207628	3209575	3207628	3207747	3209477	3209575
456	"ENSG00000172009"	"THOP1"	chr19	+	2807441	2808444	2807441	2807773	2808242	2808444
457	"ENSG00000172009"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2808242	2808444
458	"ENSG00000099860"	"GADD45B"	chr19	+	2476355	2476630	2476355	2476431	2476528	2476630
459	"ENSG00000178297"	"TMPRSS9"	chr19	+	2424088	2424257	2424088	2424106	2424188	2424257
460	"ENSG00000130332"	"LSM7"	chr19	-	2328386	2328586	2328386	2328477	2328560	2328586
461	"ENSG00000104904"	"OAZ1"	chr19	+	2271384	2271530	2271384	2271442	2271443	2271530
462	"ENSG00000104904"	"OAZ1"	chr19	+	2271384	2271954	2271384	2271530	2271781	2271954
463	"ENSG00000104897"	"SF3A2"	chr19	+	2246752	2247022	2246752	2246802	2246881	2247022
464	"ENSG00000099875"	"MKNK2"	chr19	-	2037464	2039856	2037464	2037829	2039630	2039856
465	"ENSG00000099875"	"MKNK2"	chr19	-	2042606	2042870	2042606	2042662	2042765	2042870
466	"ENSG00000129911"	"KLF16"	chr19	-	1852398	1854760	1852398	1852595	1854280	1854760
467	"ENSG00000185988"	"PLK5"	chr19	+	1529405	1529824	1529405	1529490	1529746	1529824
468	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1439960	1440253
469	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1439967	1440253
470	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1440018	1440253
471	"ENSG00000115268"	"RPS15"	chr19	+	1438806	1440253	1438806	1438892	1440025	1440253
472	"ENSG00000115268"	"RPS15"	chr19	+	1440018	1440494	1440018	1440253	1440348	1440494
473	"ENSG00000115286"	"NDUFS7"	chr19	+	1388524	1388938	1388524	1388593	1388742	1388938
474	"ENSG00000115286"	"NDUFS7"	chr19	+	1388524	1388938	1388524	1388593	1388832	1388938
475	"ENSG00000115286"	"NDUFS7"	chr19	+	1388832	1391050	1388832	1388938	1390870	1391050
476	"ENSG00000115286"	"NDUFS7"	chr19	+	1390870	1391165	1390870	1391050	1391118	1391165
477	"ENSG00000115286"	"NDUFS7"	chr19	+	1393241	1395584	1393241	1393330	1395390	1395584
478	"ENSG00000160953"	"PWWP3A"	chr19	+	1357008	1358464	1357008	1357094	1358393	1358464
479	"ENSG00000099624"	"ATP5F1D"	chr19	+	1244314	1244825	1244314	1244440	1244736	1244825
480	"ENSG00000099625"	"CBARP"	chr19	-	1228286	1231275	1228286	1230142	1231100	1231275
481	"ENSG00000064932"	"SBNO2"	chr19	-	1109134	1109598	1109134	1109211	1109505	1109598
482	"ENSG00000167468"	"GPX4"	chr19	+	1105365	1105510	1105365	1105402	1105405	1105510
483	"ENSG00000099817"	"POLR2E"	chr19	-	1093903	1095375	1093903	1094078	1095258	1095375
484	"ENSG00000180448"	"AC004151.1"	chr19	+	1080254	1080547	1080254	1080379	1080463	1080547
485	"ENSG00000175221"	"MED16"	chr19	-	867962	868499	867962	868251	868410	868499
486	"ENSG00000175221"	"MED16"	chr19	-	867962	868499	867962	868251	868415	868499
487	"ENSG00000011304"	"PTBP1"	chr19	+	804035	804438	804035	804208	804291	804438
488	"ENSG00000011304"	"PTBP1"	chr19	+	804291	804702	804291	804438	804531	804702
489	"ENSG00000011304"	"PTBP1"	chr19	+	804291	804702	804291	804438	804540	804702
490	"ENSG00000070404"	"FSTL3"	chr19	+	681332	681771	681332	681560	681649	681771
